region,site_nom,question,reponse_attendue
Normandie,Eglise de la Trinité,Donnez le numéro de département correspondant à : Eglise de la Trinité (Normandie).,14
Bourgogne-Franche-Comté,Couvent des Minimes (ancien),Le site 'Couvent des Minimes (ancien)' est-il un musée ou un monument historique ?,Monument historique
Bourgogne-Franche-Comté,Couvent des Minimes (ancien),Quelle est la classification officielle de 'Couvent des Minimes (ancien)' en Bourgogne-Franche-Comté ?,Monument historique
Bourgogne-Franche-Comté,Couvent des Minimes (ancien),'Couvent des Minimes (ancien)' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Île-de-France,"Immeuble, actuel siège de la Fondation Charles de Gaulle","Localisation de 'Immeuble, actuel siège de la Fondation Charles de Gaulle' en Île-de-France : dans quelle commune se trouve-t-il précisément ?","Paris 7e Arrondissement, 75"
Île-de-France,"Immeuble, actuel siège de la Fondation Charles de Gaulle","Concernant le patrimoine de la région Île-de-France, pouvez-vous nommer la ville où est situé le site 'Immeuble, actuel siège de la Fondation Charles de Gaulle' ?","Paris 7e Arrondissement, 75"
Île-de-France,"Immeuble, actuel siège de la Fondation Charles de Gaulle","Où est situé 'Immeuble, actuel siège de la Fondation Charles de Gaulle' (Île-de-France) ? Donnez uniquement le nom de la commune.","Paris 7e Arrondissement, 75"
Centre-Val de Loire,Château,Localisation de 'Château' en Centre-Val de Loire : dans quelle commune se trouve-t-il précisément ?,Meung-sur-Loire
Centre-Val de Loire,Château,"Concernant le patrimoine de la région Centre-Val de Loire, pouvez-vous nommer la ville où est situé le site 'Château' ?",Meung-sur-Loire
Centre-Val de Loire,Château,Où est situé 'Château' (Centre-Val de Loire) ? Donnez uniquement le nom de la commune.,Meung-sur-Loire
Martinique,Eglise Saint-Christophe,Localisation de 'Eglise Saint-Christophe' en Martinique : dans quelle commune se trouve-t-il précisément ?,Fort-de-France
Martinique,Eglise Saint-Christophe,"Concernant le patrimoine de la région Martinique, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Christophe' ?",Fort-de-France
Martinique,Eglise Saint-Christophe,Où est situé 'Eglise Saint-Christophe' (Martinique) ? Donnez uniquement le nom de la commune.,Fort-de-France
Guyane,Collège Eugène Nonnon,Localisation de 'Collège Eugène Nonnon' en Guyane : dans quelle commune se trouve-t-il précisément ?,"Cayenne, 973"
Guyane,Collège Eugène Nonnon,"Concernant le patrimoine de la région Guyane, pouvez-vous nommer la ville où est situé le site 'Collège Eugène Nonnon' ?","Cayenne, 973"
Guyane,Collège Eugène Nonnon,Où est situé 'Collège Eugène Nonnon' (Guyane) ? Donnez uniquement le nom de la commune.,"Cayenne, 973"
Normandie,Dolmen de l'Hôtel-Dieu,Localisation de 'Dolmen de l'Hôtel-Dieu' en Normandie : dans quelle commune se trouve-t-il précisément ?,"Les Ventes, 27"
Normandie,Dolmen de l'Hôtel-Dieu,"Concernant le patrimoine de la région Normandie, pouvez-vous nommer la ville où est situé le site 'Dolmen de l'Hôtel-Dieu' ?","Les Ventes, 27"
Normandie,Dolmen de l'Hôtel-Dieu,Où est situé 'Dolmen de l'Hôtel-Dieu' (Normandie) ? Donnez uniquement le nom de la commune.,"Les Ventes, 27"
Nouvelle-Aquitaine,Eglise Sainte-Madeleine,Quel est le numéro de département pour le site 'Eglise Sainte-Madeleine' en Nouvelle-Aquitaine ?,16
Nouvelle-Aquitaine,Eglise Sainte-Madeleine,A quel code départemental est rattaché le lieu 'Eglise Sainte-Madeleine' ?,16
Nouvelle-Aquitaine,Eglise Sainte-Madeleine,Donnez le numéro de département correspondant à : Eglise Sainte-Madeleine (Nouvelle-Aquitaine).,16
Bretagne,Premier menhir de Mané-Meur,Localisation de 'Premier menhir de Mané-Meur' en Bretagne : dans quelle commune se trouve-t-il précisément ?,"Quiberon, 56"
Bretagne,Premier menhir de Mané-Meur,"Concernant le patrimoine de la région Bretagne, pouvez-vous nommer la ville où est situé le site 'Premier menhir de Mané-Meur' ?","Quiberon, 56"
Bretagne,Premier menhir de Mané-Meur,Où est situé 'Premier menhir de Mané-Meur' (Bretagne) ? Donnez uniquement le nom de la commune.,"Quiberon, 56"
La Réunion,"Maison Kalidas, plus connue sous la dénomination maison de la Banque de la Réunion","Localisation de 'Maison Kalidas, plus connue sous la dénomination maison de la Banque de la Réunion' en La Réunion : dans quelle commune se trouve-t-il précisément ?",Saint-Denis
La Réunion,"Maison Kalidas, plus connue sous la dénomination maison de la Banque de la Réunion","Concernant le patrimoine de la région La Réunion, pouvez-vous nommer la ville où est situé le site 'Maison Kalidas, plus connue sous la dénomination maison de la Banque de la Réunion' ?",Saint-Denis
La Réunion,"Maison Kalidas, plus connue sous la dénomination maison de la Banque de la Réunion","Où est situé 'Maison Kalidas, plus connue sous la dénomination maison de la Banque de la Réunion' (La Réunion) ? Donnez uniquement le nom de la commune.",Saint-Denis
Île-de-France,Laboratoire d'aérodynamisme de Gustave Eiffel,Le site 'Laboratoire d'aérodynamisme de Gustave Eiffel' est-il un musée ou un monument historique ?,Monument historique
Île-de-France,Laboratoire d'aérodynamisme de Gustave Eiffel,Quelle est la classification officielle de 'Laboratoire d'aérodynamisme de Gustave Eiffel' en Île-de-France ?,Monument historique
Île-de-France,Laboratoire d'aérodynamisme de Gustave Eiffel,'Laboratoire d'aérodynamisme de Gustave Eiffel' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bretagne,Eglise de la Trinité de Kerfeunteun,Quel est le numéro de département pour le site 'Eglise de la Trinité de Kerfeunteun' en Bretagne ?,29
Bretagne,Eglise de la Trinité de Kerfeunteun,A quel code départemental est rattaché le lieu 'Eglise de la Trinité de Kerfeunteun' ?,29
Bretagne,Eglise de la Trinité de Kerfeunteun,Donnez le numéro de département correspondant à : Eglise de la Trinité de Kerfeunteun (Bretagne).,29
Guadeloupe,Moulin de Chassaing,Quel est le numéro de département pour le site 'Moulin de Chassaing' en Guadeloupe ?,971
Guadeloupe,Moulin de Chassaing,A quel code départemental est rattaché le lieu 'Moulin de Chassaing' ?,971
Guadeloupe,Moulin de Chassaing,Donnez le numéro de département correspondant à : Moulin de Chassaing (Guadeloupe).,971
Normandie,Château de Juaye,Le site 'Château de Juaye' est-il un musée ou un monument historique ?,Monument historique
Normandie,Château de Juaye,Quelle est la classification officielle de 'Château de Juaye' en Normandie ?,Monument historique
Normandie,Château de Juaye,'Château de Juaye' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Grand Est,Banc-reposoir dit banc du Roi de Rome,Quel est le numéro de département pour le site 'Banc-reposoir dit banc du Roi de Rome' en Grand Est ?,67
Grand Est,Banc-reposoir dit banc du Roi de Rome,A quel code départemental est rattaché le lieu 'Banc-reposoir dit banc du Roi de Rome' ?,67
Grand Est,Banc-reposoir dit banc du Roi de Rome,Donnez le numéro de département correspondant à : Banc-reposoir dit banc du Roi de Rome (Grand Est).,67
Nouvelle-Aquitaine,Maison n° 6 de la ligne acadienne,Quel est le numéro de département pour le site 'Maison n° 6 de la ligne acadienne' en Nouvelle-Aquitaine ?,86
Nouvelle-Aquitaine,Maison n° 6 de la ligne acadienne,A quel code départemental est rattaché le lieu 'Maison n° 6 de la ligne acadienne' ?,86
Nouvelle-Aquitaine,Maison n° 6 de la ligne acadienne,Donnez le numéro de département correspondant à : Maison n° 6 de la ligne acadienne (Nouvelle-Aquitaine).,86
Provence-Alpes-Côte d'Azur,Tour des Augustins,Localisation de 'Tour des Augustins' en Provence-Alpes-Côte d'Azur : dans quelle commune se trouve-t-il précisément ?,rue Carreterie
Provence-Alpes-Côte d'Azur,Tour des Augustins,"Concernant le patrimoine de la région Provence-Alpes-Côte d'Azur, pouvez-vous nommer la ville où est situé le site 'Tour des Augustins' ?",rue Carreterie
Provence-Alpes-Côte d'Azur,Tour des Augustins,Où est situé 'Tour des Augustins' (Provence-Alpes-Côte d'Azur) ? Donnez uniquement le nom de la commune.,rue Carreterie
Corse,Eglise paroissiale Sainte-Marie,Le site 'Eglise paroissiale Sainte-Marie' est-il un musée ou un monument historique ?,Monument historique
Corse,Eglise paroissiale Sainte-Marie,Quelle est la classification officielle de 'Eglise paroissiale Sainte-Marie' en Corse ?,Monument historique
Corse,Eglise paroissiale Sainte-Marie,'Eglise paroissiale Sainte-Marie' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Martinique,Pétroglyphes,Localisation de 'Pétroglyphes' en Martinique : dans quelle commune se trouve-t-il précisément ?,"Sainte-Luce, 972"
Martinique,Pétroglyphes,"Concernant le patrimoine de la région Martinique, pouvez-vous nommer la ville où est situé le site 'Pétroglyphes' ?","Sainte-Luce, 972"
Martinique,Pétroglyphes,Où est situé 'Pétroglyphes' (Martinique) ? Donnez uniquement le nom de la commune.,"Sainte-Luce, 972"
Martinique,"Sucrerie de la Pagerie, actuellement musée de l'Impératrice Joséphine","Localisation de 'Sucrerie de la Pagerie, actuellement musée de l'Impératrice Joséphine' en Martinique : dans quelle commune se trouve-t-il précisément ?",Les Trois-Ilets
Martinique,"Sucrerie de la Pagerie, actuellement musée de l'Impératrice Joséphine","Concernant le patrimoine de la région Martinique, pouvez-vous nommer la ville où est situé le site 'Sucrerie de la Pagerie, actuellement musée de l'Impératrice Joséphine' ?",Les Trois-Ilets
Martinique,"Sucrerie de la Pagerie, actuellement musée de l'Impératrice Joséphine","Où est situé 'Sucrerie de la Pagerie, actuellement musée de l'Impératrice Joséphine' (Martinique) ? Donnez uniquement le nom de la commune.",Les Trois-Ilets
Occitanie,Château,Localisation de 'Château' en Occitanie : dans quelle commune se trouve-t-il précisément ?,Saint-Martory
Occitanie,Château,"Concernant le patrimoine de la région Occitanie, pouvez-vous nommer la ville où est situé le site 'Château' ?",Saint-Martory
Occitanie,Château,Où est situé 'Château' (Occitanie) ? Donnez uniquement le nom de la commune.,Saint-Martory
Martinique,Eglise du Saint-Esprit,Quel est le numéro de département pour le site 'Eglise du Saint-Esprit' en Martinique ?,972
Martinique,Eglise du Saint-Esprit,A quel code départemental est rattaché le lieu 'Eglise du Saint-Esprit' ?,972
Martinique,Eglise du Saint-Esprit,Donnez le numéro de département correspondant à : Eglise du Saint-Esprit (Martinique).,972
Grand Est,Abbaye d'Autrey,Quel est le numéro de département pour le site 'Abbaye d'Autrey' en Grand Est ?,68
Grand Est,Abbaye d'Autrey,A quel code départemental est rattaché le lieu 'Abbaye d'Autrey' ?,68
Grand Est,Abbaye d'Autrey,Donnez le numéro de département correspondant à : Abbaye d'Autrey (Grand Est).,68
Grand Est,Café Brant,Localisation de 'Café Brant' en Grand Est : dans quelle commune se trouve-t-il précisément ?,Strasbourg
Grand Est,Café Brant,"Concernant le patrimoine de la région Grand Est, pouvez-vous nommer la ville où est situé le site 'Café Brant' ?",Strasbourg
Grand Est,Café Brant,Où est situé 'Café Brant' (Grand Est) ? Donnez uniquement le nom de la commune.,Strasbourg
Provence-Alpes-Côte d'Azur,Couvent des Dominicains (ancien),Localisation de 'Couvent des Dominicains (ancien)' en Provence-Alpes-Côte d'Azur : dans quelle commune se trouve-t-il précisément ?,"Saint-Maximin-la-Sainte-Baume, 83"
Provence-Alpes-Côte d'Azur,Couvent des Dominicains (ancien),"Concernant le patrimoine de la région Provence-Alpes-Côte d'Azur, pouvez-vous nommer la ville où est situé le site 'Couvent des Dominicains (ancien)' ?","Saint-Maximin-la-Sainte-Baume, 83"
Provence-Alpes-Côte d'Azur,Couvent des Dominicains (ancien),Où est situé 'Couvent des Dominicains (ancien)' (Provence-Alpes-Côte d'Azur) ? Donnez uniquement le nom de la commune.,"Saint-Maximin-la-Sainte-Baume, 83"
Occitanie,Restes du château,Quel est le numéro de département pour le site 'Restes du château' en Occitanie ?,65
Occitanie,Restes du château,A quel code départemental est rattaché le lieu 'Restes du château' ?,65
Occitanie,Restes du château,Donnez le numéro de département correspondant à : Restes du château (Occitanie).,65
Guyane,Le Serpent de Pascaud,Quel est le numéro de département pour le site 'Le Serpent de Pascaud' en Guyane ?,973
Guyane,Le Serpent de Pascaud,A quel code départemental est rattaché le lieu 'Le Serpent de Pascaud' ?,973
Guyane,Le Serpent de Pascaud,Donnez le numéro de département correspondant à : Le Serpent de Pascaud (Guyane).,973
Centre-Val de Loire,Château d'Oursières,Le site 'Château d'Oursières' est-il un musée ou un monument historique ?,Monument historique
Centre-Val de Loire,Château d'Oursières,Quelle est la classification officielle de 'Château d'Oursières' en Centre-Val de Loire ?,Monument historique
Centre-Val de Loire,Château d'Oursières,'Château d'Oursières' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
La Réunion,Maison Canonville,Localisation de 'Maison Canonville' en La Réunion : dans quelle commune se trouve-t-il précisément ?,17 rue Auguste-Babet
La Réunion,Maison Canonville,"Concernant le patrimoine de la région La Réunion, pouvez-vous nommer la ville où est situé le site 'Maison Canonville' ?",17 rue Auguste-Babet
La Réunion,Maison Canonville,Où est situé 'Maison Canonville' (La Réunion) ? Donnez uniquement le nom de la commune.,17 rue Auguste-Babet
Nouvelle-Aquitaine,Obélisque dit Croix des Pèlerins,Localisation de 'Obélisque dit Croix des Pèlerins' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,Belin-Béliet
Nouvelle-Aquitaine,Obélisque dit Croix des Pèlerins,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Obélisque dit Croix des Pèlerins' ?",Belin-Béliet
Nouvelle-Aquitaine,Obélisque dit Croix des Pèlerins,Où est situé 'Obélisque dit Croix des Pèlerins' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,Belin-Béliet
Guyane,Roches gravées de la Montagne Favard,Le site 'Roches gravées de la Montagne Favard' est-il un musée ou un monument historique ?,Monument historique
Guyane,Roches gravées de la Montagne Favard,Quelle est la classification officielle de 'Roches gravées de la Montagne Favard' en Guyane ?,Monument historique
Guyane,Roches gravées de la Montagne Favard,'Roches gravées de la Montagne Favard' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Normandie,Ancienne chapelle du collège de Normandie,Localisation de 'Ancienne chapelle du collège de Normandie' en Normandie : dans quelle commune se trouve-t-il précisément ?,Mont-Cauvaire
Normandie,Ancienne chapelle du collège de Normandie,"Concernant le patrimoine de la région Normandie, pouvez-vous nommer la ville où est situé le site 'Ancienne chapelle du collège de Normandie' ?",Mont-Cauvaire
Normandie,Ancienne chapelle du collège de Normandie,Où est situé 'Ancienne chapelle du collège de Normandie' (Normandie) ? Donnez uniquement le nom de la commune.,Mont-Cauvaire
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),Localisation de 'Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario)' en Corse : dans quelle commune se trouve-t-il précisément ?,"Venaco, 2B"
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),"Concernant le patrimoine de la région Corse, pouvez-vous nommer la ville où est situé le site 'Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario)' ?","Venaco, 2B"
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),Où est situé 'Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario)' (Corse) ? Donnez uniquement le nom de la commune.,"Venaco, 2B"
La Réunion,Propriété Maureau,Localisation de 'Propriété Maureau' en La Réunion : dans quelle commune se trouve-t-il précisément ?,"Saint-Denis, 974"
La Réunion,Propriété Maureau,"Concernant le patrimoine de la région La Réunion, pouvez-vous nommer la ville où est situé le site 'Propriété Maureau' ?","Saint-Denis, 974"
La Réunion,Propriété Maureau,Où est situé 'Propriété Maureau' (La Réunion) ? Donnez uniquement le nom de la commune.,"Saint-Denis, 974"
Provence-Alpes-Côte d'Azur,Hôtel de Monery ou de Saint-Priest,Localisation de 'Hôtel de Monery ou de Saint-Priest' en Provence-Alpes-Côte d'Azur : dans quelle commune se trouve-t-il précisément ?,Avignon
Provence-Alpes-Côte d'Azur,Hôtel de Monery ou de Saint-Priest,"Concernant le patrimoine de la région Provence-Alpes-Côte d'Azur, pouvez-vous nommer la ville où est situé le site 'Hôtel de Monery ou de Saint-Priest' ?",Avignon
Provence-Alpes-Côte d'Azur,Hôtel de Monery ou de Saint-Priest,Où est situé 'Hôtel de Monery ou de Saint-Priest' (Provence-Alpes-Côte d'Azur) ? Donnez uniquement le nom de la commune.,Avignon
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),Le site 'Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario)' est-il un musée ou un monument historique ?,Monument historique
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),Quelle est la classification officielle de 'Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario)' en Corse ?,Monument historique
Corse,Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario),'Viaduc sur le Vecchio ou pont Eiffel (également sur commune de Vivario)' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Grand Est,Hôtel de ville,Quel est le numéro de département pour le site 'Hôtel de ville' en Grand Est ?,54
Grand Est,Hôtel de ville,A quel code départemental est rattaché le lieu 'Hôtel de ville' ?,54
Grand Est,Hôtel de ville,Donnez le numéro de département correspondant à : Hôtel de ville (Grand Est).,54
La Réunion,"Cheminée dite ""Monjol-Mondon""","Localisation de 'Cheminée dite ""Monjol-Mondon""' en La Réunion : dans quelle commune se trouve-t-il précisément ?","Les Avirons, 974"
La Réunion,"Cheminée dite ""Monjol-Mondon""","Concernant le patrimoine de la région La Réunion, pouvez-vous nommer la ville où est situé le site 'Cheminée dite ""Monjol-Mondon""' ?","Les Avirons, 974"
La Réunion,"Cheminée dite ""Monjol-Mondon""","Où est situé 'Cheminée dite ""Monjol-Mondon""' (La Réunion) ? Donnez uniquement le nom de la commune.","Les Avirons, 974"
Provence-Alpes-Côte d'Azur,Eglise paroissiale Saint-Martin,Le site 'Eglise paroissiale Saint-Martin' est-il un musée ou un monument historique ?,Monument historique
Provence-Alpes-Côte d'Azur,Eglise paroissiale Saint-Martin,Quelle est la classification officielle de 'Eglise paroissiale Saint-Martin' en Provence-Alpes-Côte d'Azur ?,Monument historique
Provence-Alpes-Côte d'Azur,Eglise paroissiale Saint-Martin,'Eglise paroissiale Saint-Martin' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Corse,Abri préhistorique d'Araguina-Sennola,Quel est le numéro de département pour le site 'Abri préhistorique d'Araguina-Sennola' en Corse ?,2A
Corse,Abri préhistorique d'Araguina-Sennola,A quel code départemental est rattaché le lieu 'Abri préhistorique d'Araguina-Sennola' ?,2A
Corse,Abri préhistorique d'Araguina-Sennola,Donnez le numéro de département correspondant à : Abri préhistorique d'Araguina-Sennola (Corse).,2A
Grand Est,musée Arthur Rimbaud,Quel est le numéro de département pour le site 'musée Arthur Rimbaud' en Grand Est ?,Ardennes
Grand Est,musée Arthur Rimbaud,A quel code départemental est rattaché le lieu 'musée Arthur Rimbaud' ?,Ardennes
Grand Est,musée Arthur Rimbaud,Donnez le numéro de département correspondant à : musée Arthur Rimbaud (Grand Est).,Ardennes
Pays de la Loire,Dolmen dit la Pierre au Loup,Localisation de 'Dolmen dit la Pierre au Loup' en Pays de la Loire : dans quelle commune se trouve-t-il précisément ?,Seiches-sur-le-Loir
Pays de la Loire,Dolmen dit la Pierre au Loup,"Concernant le patrimoine de la région Pays de la Loire, pouvez-vous nommer la ville où est situé le site 'Dolmen dit la Pierre au Loup' ?",Seiches-sur-le-Loir
Pays de la Loire,Dolmen dit la Pierre au Loup,Où est situé 'Dolmen dit la Pierre au Loup' (Pays de la Loire) ? Donnez uniquement le nom de la commune.,Seiches-sur-le-Loir
Nouvelle-Aquitaine,Chapelle des Pénitents Bleus ou chapelle Saint-Benoît,Localisation de 'Chapelle des Pénitents Bleus ou chapelle Saint-Benoît' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,;
Nouvelle-Aquitaine,Chapelle des Pénitents Bleus ou chapelle Saint-Benoît,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Chapelle des Pénitents Bleus ou chapelle Saint-Benoît' ?",;
Nouvelle-Aquitaine,Chapelle des Pénitents Bleus ou chapelle Saint-Benoît,Où est situé 'Chapelle des Pénitents Bleus ou chapelle Saint-Benoît' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,;
Auvergne-Rhône-Alpes,Château de Caillac,Quel est le numéro de département pour le site 'Château de Caillac' en Auvergne-Rhône-Alpes ?,15
Auvergne-Rhône-Alpes,Château de Caillac,A quel code départemental est rattaché le lieu 'Château de Caillac' ?,15
Auvergne-Rhône-Alpes,Château de Caillac,Donnez le numéro de département correspondant à : Château de Caillac (Auvergne-Rhône-Alpes).,15
Île-de-France,Château,Quel est le numéro de département pour le site 'Château' en Île-de-France ?,95
Île-de-France,Château,A quel code départemental est rattaché le lieu 'Château' ?,95
Île-de-France,Château,Donnez le numéro de département correspondant à : Château (Île-de-France).,95
Pays de la Loire,"""Villa ""Sans Souci""""","Le site '""Villa ""Sans Souci""""' est-il un musée ou un monument historique ?",Monument historique
Pays de la Loire,"""Villa ""Sans Souci""""","Quelle est la classification officielle de '""Villa ""Sans Souci""""' en Pays de la Loire ?",Monument historique
Pays de la Loire,"""Villa ""Sans Souci""""","'""Villa ""Sans Souci""""' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.",Monument historique
Centre-Val de Loire,musée Bertrand,Quel est le numéro de département pour le site 'musée Bertrand' en Centre-Val de Loire ?,Indre
Centre-Val de Loire,musée Bertrand,A quel code départemental est rattaché le lieu 'musée Bertrand' ?,Indre
Centre-Val de Loire,musée Bertrand,Donnez le numéro de département correspondant à : musée Bertrand (Centre-Val de Loire).,Indre
Bretagne,Manoir de Coatgouray,Le site 'Manoir de Coatgouray' est-il un musée ou un monument historique ?,Monument historique
Bretagne,Manoir de Coatgouray,Quelle est la classification officielle de 'Manoir de Coatgouray' en Bretagne ?,Monument historique
Bretagne,Manoir de Coatgouray,'Manoir de Coatgouray' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Île-de-France,Passage Jouffroy (voir aussi : musée Grévin),Quel est le numéro de département pour le site 'Passage Jouffroy (voir aussi : musée Grévin)' en Île-de-France ?,75
Île-de-France,Passage Jouffroy (voir aussi : musée Grévin),A quel code départemental est rattaché le lieu 'Passage Jouffroy (voir aussi : musée Grévin)' ?,75
Île-de-France,Passage Jouffroy (voir aussi : musée Grévin),Donnez le numéro de département correspondant à : Passage Jouffroy (voir aussi : musée Grévin) (Île-de-France).,75
Grand Est,Ancien moulin à eau,Localisation de 'Ancien moulin à eau' en Grand Est : dans quelle commune se trouve-t-il précisément ?,"Brienne-la-Vieille, 10"
Grand Est,Ancien moulin à eau,"Concernant le patrimoine de la région Grand Est, pouvez-vous nommer la ville où est situé le site 'Ancien moulin à eau' ?","Brienne-la-Vieille, 10"
Grand Est,Ancien moulin à eau,Où est situé 'Ancien moulin à eau' (Grand Est) ? Donnez uniquement le nom de la commune.,"Brienne-la-Vieille, 10"
Guadeloupe,Fort Napoléon,Localisation de 'Fort Napoléon' en Guadeloupe : dans quelle commune se trouve-t-il précisément ?,Terre-de-Haut
Guadeloupe,Fort Napoléon,"Concernant le patrimoine de la région Guadeloupe, pouvez-vous nommer la ville où est situé le site 'Fort Napoléon' ?",Terre-de-Haut
Guadeloupe,Fort Napoléon,Où est situé 'Fort Napoléon' (Guadeloupe) ? Donnez uniquement le nom de la commune.,Terre-de-Haut
Centre-Val de Loire,Vestiges de la tour,Localisation de 'Vestiges de la tour' en Centre-Val de Loire : dans quelle commune se trouve-t-il précisément ?,Vievy-le-Rayé
Centre-Val de Loire,Vestiges de la tour,"Concernant le patrimoine de la région Centre-Val de Loire, pouvez-vous nommer la ville où est situé le site 'Vestiges de la tour' ?",Vievy-le-Rayé
Centre-Val de Loire,Vestiges de la tour,Où est situé 'Vestiges de la tour' (Centre-Val de Loire) ? Donnez uniquement le nom de la commune.,Vievy-le-Rayé
Occitanie,Ancienne sous-préfecture,Le site 'Ancienne sous-préfecture' est-il un musée ou un monument historique ?,Monument historique
Occitanie,Ancienne sous-préfecture,Quelle est la classification officielle de 'Ancienne sous-préfecture' en Occitanie ?,Monument historique
Occitanie,Ancienne sous-préfecture,'Ancienne sous-préfecture' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bretagne,"Immeuble, appelé Petit Hôtel de Chalain","Le site 'Immeuble, appelé Petit Hôtel de Chalain' est-il un musée ou un monument historique ?",Monument historique
Bretagne,"Immeuble, appelé Petit Hôtel de Chalain","Quelle est la classification officielle de 'Immeuble, appelé Petit Hôtel de Chalain' en Bretagne ?",Monument historique
Bretagne,"Immeuble, appelé Petit Hôtel de Chalain","'Immeuble, appelé Petit Hôtel de Chalain' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.",Monument historique
Bretagne,Eglise Saint-Mélar,Localisation de 'Eglise Saint-Mélar' en Bretagne : dans quelle commune se trouve-t-il précisément ?,"Locmélar, 29"
Bretagne,Eglise Saint-Mélar,"Concernant le patrimoine de la région Bretagne, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Mélar' ?","Locmélar, 29"
Bretagne,Eglise Saint-Mélar,Où est situé 'Eglise Saint-Mélar' (Bretagne) ? Donnez uniquement le nom de la commune.,"Locmélar, 29"
Guyane,Sites de la Carrière et de l'Anse de la Montagne d'Argent,Quel est le numéro de département pour le site 'Sites de la Carrière et de l'Anse de la Montagne d'Argent' en Guyane ?,973
Guyane,Sites de la Carrière et de l'Anse de la Montagne d'Argent,A quel code départemental est rattaché le lieu 'Sites de la Carrière et de l'Anse de la Montagne d'Argent' ?,973
Guyane,Sites de la Carrière et de l'Anse de la Montagne d'Argent,Donnez le numéro de département correspondant à : Sites de la Carrière et de l'Anse de la Montagne d'Argent (Guyane).,973
Corse,Site préhistorique de Filitosa,Localisation de 'Site préhistorique de Filitosa' en Corse : dans quelle commune se trouve-t-il précisément ?,"Sollacaro, 2A"
Corse,Site préhistorique de Filitosa,"Concernant le patrimoine de la région Corse, pouvez-vous nommer la ville où est situé le site 'Site préhistorique de Filitosa' ?","Sollacaro, 2A"
Corse,Site préhistorique de Filitosa,Où est situé 'Site préhistorique de Filitosa' (Corse) ? Donnez uniquement le nom de la commune.,"Sollacaro, 2A"
Guyane,"Roches gravées dites du Mahury, actuellement roches de la Crique Pavée","Le site 'Roches gravées dites du Mahury, actuellement roches de la Crique Pavée' est-il un musée ou un monument historique ?",Monument historique
Guyane,"Roches gravées dites du Mahury, actuellement roches de la Crique Pavée","Quelle est la classification officielle de 'Roches gravées dites du Mahury, actuellement roches de la Crique Pavée' en Guyane ?",Monument historique
Guyane,"Roches gravées dites du Mahury, actuellement roches de la Crique Pavée","'Roches gravées dites du Mahury, actuellement roches de la Crique Pavée' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.",Monument historique
Bretagne,Naval Monument ou Mémorial américain de la Première Guerre mondiale,Le site 'Naval Monument ou Mémorial américain de la Première Guerre mondiale' est-il un musée ou un monument historique ?,Monument historique
Bretagne,Naval Monument ou Mémorial américain de la Première Guerre mondiale,Quelle est la classification officielle de 'Naval Monument ou Mémorial américain de la Première Guerre mondiale' en Bretagne ?,Monument historique
Bretagne,Naval Monument ou Mémorial américain de la Première Guerre mondiale,'Naval Monument ou Mémorial américain de la Première Guerre mondiale' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Pays de la Loire,Eglise Saint-Vétérin,Le site 'Eglise Saint-Vétérin' est-il un musée ou un monument historique ?,Monument historique
